date,country_code,subdivision_code,holiday_name
2020-01-01,AD,,New Year's Day
2020-01-01,AE,,New Year's Day
2020-01-01,AG,,New Year's Day
2020-01-01,AI,,New Year's Day
2020-01-01,AL,,New Year's Day
2020-01-01,AM,,New Year's Day
2020-01-01,AO,,New Year's Day
2020-01-01,AQ,,New Year's Day
2020-01-01,AR,,New Year's Day
2020-01-01,AS,,New Year's Day
2020-01-01,AT,,New Year's Day
2020-01-01,AU,,New Year's Day
2020-01-01,AW,,New Year's Day
2020-01-01,AX,,New Year's Day
2020-01-01,AZ,,New Year's Day
2020-01-01,B3,,Universal Fraternization Day
2020-01-01,BA,,New Year's Day
2020-01-01,BB,,New Year's Day
2020-01-01,BE,,New Year's Day
2020-01-01,BF,,New Year's Day
2020-01-01,BG,,New Year's Day
2020-01-01,BH,,New Year's Day
2020-01-01,BI,,New Year's Day
2020-01-01,BJ,,New Year's Day
2020-01-01,BL,,New Year's Day
2020-01-01,BM,,New Year's Day
2020-01-01,BN,,New Year's Day
2020-01-01,BO,,New Year's Day
2020-01-01,BQ,,New Year's Day
2020-01-01,BR,,Universal Fraternization Day
2020-01-01,BS,,New Year's Day
2020-01-01,BW,,New Year's Day
2020-01-01,BY,,New Year's Day
2020-01-01,BZ,,New Year's Day
2020-01-01,CA,,New Year's Day
2020-01-01,CC,,New Year's Day
2020-01-01,CD,,New Year's Day
2020-01-01,CF,,New Year's Day
2020-01-01,CG,,New Year's Day
2020-01-01,CH,,New Year's Day
2020-01-01,CI,,New Year's Day
2020-01-01,CK,,New Year's Day
2020-01-01,CL,,New Year's Day
2020-01-01,CM,,New Year's Day
2020-01-01,CN,,New Year's Day
2020-01-01,CO,,New Year's Day
2020-01-01,CR,,New Year's Day
2020-01-01,CU,,Liberation Day
2020-01-01,CV,,New Year's Day
2020-01-01,CW,,New Year's Day
2020-01-01,CX,,New Year's Day
2020-01-01,CY,,New Year's Day
2020-01-01,CZ,,Independent Czech State Restoration Day; New Year's Day
2020-01-01,DE,,New Year's Day
2020-01-01,DJ,,New Year's Day
2020-01-01,DK,,New Year's Day
2020-01-01,DM,,New Year's Day
2020-01-01,DO,,New Year's Day
2020-01-01,DZ,,New Year's Day
2020-01-01,EC,,New Year's Day
2020-01-01,EE,,New Year's Day
2020-01-01,ER,,New Year's Day
2020-01-01,ES,,New Year's Day
2020-01-01,FI,,New Year's Day
2020-01-01,FJ,,New Year's Day
2020-01-01,FK,,New Year's Day
2020-01-01,FM,,New Year's Day
2020-01-01,FO,,New Year's Day
2020-01-01,FR,,New Year's Day
2020-01-01,GA,,New Year's Day
2020-01-01,GB,,New Year's Day
2020-01-01,GD,,New Year's Day
2020-01-01,GE,,New Year's Day
2020-01-01,GF,,New Year's Day
2020-01-01,GG,,New Year's Day
2020-01-01,GH,,New Year's Day
2020-01-01,GI,,New Year's Day
2020-01-01,GL,,New Year's Day
2020-01-01,GM,,New Year's Day
2020-01-01,GN,,New Year's Day
2020-01-01,GP,,New Year's Day
2020-01-01,GQ,,New Year's Day
2020-01-01,GR,,New Year's Day
2020-01-01,GS,,New Year's Day
2020-01-01,GT,,New Year's Day
2020-01-01,GU,,New Year's Day
2020-01-01,GY,,New Year's Day
2020-01-01,HK,,New Year's Day
2020-01-01,HN,,New Year's Day
2020-01-01,HR,,New Year's Day
2020-01-01,HT,,National Independence Day; New Year's Day
2020-01-01,HU,,New Year's Day
2020-01-01,ID,,New Year's Day
2020-01-01,IE,,New Year's Day
2020-01-01,IM,,New Year's Day
2020-01-01,IQ,,New Year's Day
2020-01-01,IS,,New Year's Day
2020-01-01,IT,,Capodanno
2020-01-01,JE,,New Year's Day
2020-01-01,JM,,New Year's Day
2020-01-01,JO,,New Year's Day
2020-01-01,JP,,New Year's Day
2020-01-01,KE,,New Year's Day
2020-01-01,KG,,New Year's Day
2020-01-01,KH,,International New Year Day
2020-01-01,KI,,New Year's Day
2020-01-01,KM,,New Year's Day
2020-01-01,KN,,Carnival Day
2020-01-01,KP,,New Year's Day
2020-01-01,KR,,New Year's Day
2020-01-01,KW,,New Year's Day
2020-01-01,KY,,New Year's Day
2020-01-01,KZ,,New Year's Day
2020-01-01,LA,,New Year's Day
2020-01-01,LB,,New Year's Day
2020-01-01,LC,,New Year's Day
2020-01-01,LI,,New Year's Day
2020-01-01,LR,,New Year's Day
2020-01-01,LS,,New Year's Day
2020-01-01,LT,,New Year's Day
2020-01-01,LU,,New Year's Day
2020-01-01,LV,,New Year's Day
2020-01-01,MA,,New Year's Day
2020-01-01,MC,,New Year's Day
2020-01-01,MD,,New Year's Day
2020-01-01,ME,,New Year's Day
2020-01-01,MF,,New Year's Day
2020-01-01,MG,,New Year's Day
2020-01-01,MH,,New Year's Day
2020-01-01,MK,,New Year's Day
2020-01-01,ML,,New Year's Day
2020-01-01,MN,,New Year's Day
2020-01-01,MO,,New Year's Day
2020-01-01,MP,,New Year's Day
2020-01-01,MQ,,New Year's Day
2020-01-01,MR,,New Year's Day
2020-01-01,MS,,New Year's Day
2020-01-01,MT,,New Year's Day
2020-01-01,MU,,New Year's Day
2020-01-01,MV,,New Year's Day
2020-01-01,MW,,New Year's Day
2020-01-01,MX,,New Year's Day
2020-01-01,MZ,,International Fraternalism Day
2020-01-01,NA,,New Year's Day
2020-01-01,NC,,New Year's Day
2020-01-01,NE,,New Year's Day
2020-01-01,NF,,New Year's Day
2020-01-01,NG,,New Year's Day
2020-01-01,NI,,New Year's Day
2020-01-01,NL,,New Year's Day
2020-01-01,NO,,New Year's Day
2020-01-01,NR,,New Year's Day
2020-01-01,NU,,New Year's Day
2020-01-01,NZ,,New Year's Day
2020-01-01,PA,,New Year's Day
2020-01-01,PE,,New Year's Day
2020-01-01,PF,,New Year's Day
2020-01-01,PG,,New Year's Day
2020-01-01,PH,,New Year's Day
2020-01-01,PL,,New Year's Day
2020-01-01,PM,,New Year's Day
2020-01-01,PN,,New Year's Day
2020-01-01,PR,,New Year's Day
2020-01-01,PS,,New Year's Day
2020-01-01,PT,,New Year's Day
2020-01-01,PW,,New Year's Day
2020-01-01,PY,,New Year's Day
2020-01-01,RE,,New Year's Day
2020-01-01,RO,,New Year's Day
2020-01-01,RS,,New Year's Day
2020-01-01,RU,,New Year Holidays
2020-01-01,RW,,New Year's Day
2020-01-01,SB,,New Year's Day
2020-01-01,SC,,New Year's Day
2020-01-01,SD,,Independence Day
2020-01-01,SE,,New Year's Day
2020-01-01,SG,,New Year's Day
2020-01-01,SI,,New Year's Day
2020-01-01,SJ,,New Year's Day
2020-01-01,SK,,Day of the Establishment of the Slovak Republic
2020-01-01,SL,,New Year's Day
2020-01-01,SM,,New Year's Day
2020-01-01,SN,,New Year's Day
2020-01-01,SO,,New Year's Day
2020-01-01,SR,,New Year's Day
2020-01-01,SS,,New Year's Day
2020-01-01,ST,,New Year's Day
2020-01-01,SV,,New Year's Day
2020-01-01,SX,,New Year's Day
2020-01-01,SY,,New Year's Day
2020-01-01,SZ,,New Year's Day
2020-01-01,TC,,New Year's Day
2020-01-01,TD,,New Year's Day
2020-01-01,TF,,New Year's Day
2020-01-01,TG,,New Year's Day
2020-01-01,TH,,New Year's Day
2020-01-01,TJ,,New Year's Day
2020-01-01,TK,,New Year's Day
2020-01-01,TL,,New Year's Day
2020-01-01,TM,,New Year's Day
2020-01-01,TN,,New Year's Day
2020-01-01,TO,,New Year's Day
2020-01-01,TR,,New Year's Day
2020-01-01,TT,,New Year's Day
2020-01-01,TV,,New Year's Day
2020-01-01,TW,,Founding Day of the Republic of China
2020-01-01,TZ,,New Year's Day
2020-01-01,UA,,New Year's Day
2020-01-01,UG,,New Year's Day
2020-01-01,UK,,New Year's Day
2020-01-01,UM,,New Year's Day
2020-01-01,US,,New Year's Day
2020-01-01,UY,,New Year's Day
2020-01-01,UZ,,New Year's Day
2020-01-01,VA,,"Solemnity of Mary, Mother of God"
2020-01-01,VC,,New Year's Day
2020-01-01,VE,,New Year's Day
2020-01-01,VG,,New Year's Day
2020-01-01,VI,,New Year's Day
2020-01-01,VN,,New Year's Day
2020-01-01,VU,,New Year's Day
2020-01-01,WF,,New Year's Day
2020-01-01,WS,,New Year's Day
2020-01-01,YT,,New Year's Day
2020-01-01,ZA,,New Year's Day
2020-01-01,ZM,,New Year's Day
2020-01-01,ZW,,New Year's Day
2020-01-02,AL,,New Year's Day
2020-01-02,AM,,New Year's Day
2020-01-02,AZ,,New Year's Day
2020-01-02,BA,,New Year's Day
2020-01-02,BT,,Winter Solstice
2020-01-02,BW,,New Year's Day Holiday
2020-01-02,BY,,New Year's Day
2020-01-02,CK,,Day after New Year's Day
2020-01-02,CU,,Victory Day
2020-01-02,GE,,New Year's Day
2020-01-02,HT,,Ancestry Day
2020-01-02,KN,,Carnival Day - Last Lap
2020-01-02,KZ,,New Year's Day
2020-01-02,LC,,New Year's Holiday
2020-01-02,ME,,New Year's Day
2020-01-02,MU,,Day after New Year's Day
2020-01-02,NU,,Takai Commission Holiday
2020-01-02,NZ,,Day after New Year's Day
2020-01-02,RO,,New Year's Day
2020-01-02,RS,,New Year's Day
2020-01-02,RU,,New Year Holidays
2020-01-02,RW,,Day after New Year's Day
2020-01-02,SC,,New Year Holiday
2020-01-02,SI,,New Year's Day
2020-01-02,UZ,,Day off (substituted from 01/04/2020)
2020-01-02,WS,,The Day After New Year's Day
2020-01-03,AL,,Public Holiday
2020-01-03,AM,,New Year's Day
2020-01-03,AZ,,Day off (substituted from 12/28/2019)
2020-01-03,BF,,Revolution Day
2020-01-03,KZ,,Day off (substituted from 01/05/2020)
2020-01-03,RU,,New Year Holidays
2020-01-03,SC,,Bridge Public Holiday
2020-01-03,ST,,Day of King Amador (observed)
2020-01-04,AM,,New Year's Day
2020-01-04,CD,,Martyrs' Day
2020-01-04,MM,,Independence Day
2020-01-04,RU,,New Year Holidays
2020-01-04,ST,,Day of King Amador
2020-01-05,AM,,Christmas Holidays
2020-01-05,RU,,New Year Holidays
2020-01-05,SE,,Sunday
2020-01-06,AD,,Epiphany
2020-01-06,AM,,Christmas and Epiphany Day
2020-01-06,AT,,Epiphany
2020-01-06,AX,,Epiphany
2020-01-06,AZ,,Day off (substituted from 12/29/2019)
2020-01-06,BY,,Day off (substituted from 01/04/2020)
2020-01-06,CO,,Epiphany
2020-01-06,CY,,Epiphany
2020-01-06,DO,,Epiphany
2020-01-06,ES,,Epiphany
2020-01-06,FI,,Epiphany
2020-01-06,GR,,Epiphany
2020-01-06,HR,,Epiphany
2020-01-06,IQ,,Army Day
2020-01-06,IT,,Epifania del Signore
2020-01-06,LB,,Armenian Orthodox Christmas Day
2020-01-06,LI,,Epiphany
2020-01-06,PL,,Epiphany
2020-01-06,PR,,Epiphany
2020-01-06,RU,,New Year Holidays
2020-01-06,SE,,Epiphany
2020-01-06,SK,,Epiphany (Three Kings' Day and Orthodox Christmas)
2020-01-06,SM,,Epiphany
2020-01-06,UA,,Day off (substituted from 01/11/2020)
2020-01-06,VA,,Epiphany
2020-01-06,VI,,Three Kings Day
2020-01-07,AM,,Memorial Day
2020-01-07,BA,,Orthodox Christmas Day
2020-01-07,BY,,Orthodox Christmas Day
2020-01-07,EG,,Coptic Christmas Day
2020-01-07,ER,,Orthodox Christmas
2020-01-07,ET,,Christmas Day
2020-01-07,GE,,Christmas Day
2020-01-07,GH,,Constitution Day
2020-01-07,KG,,Christmas Day
2020-01-07,KH,,Day of Victory over the Genocidal Regime
2020-01-07,KZ,,Orthodox Christmas
2020-01-07,MD,,Christmas Day (by old style)
2020-01-07,MK,,Christmas Day
2020-01-07,PS,,Orthodox Christmas Day
2020-01-07,RS,,Orthodox Christmas Day
2020-01-07,RU,,Christmas Day
2020-01-07,SD,,Coptic Christmas
2020-01-07,UA,,Christmas Day
2020-01-08,MD,,Christmas Day (by old style)
2020-01-08,RU,,New Year Holidays
2020-01-09,PA,,Martyrs' Day
2020-01-09,SS,,Peace Agreement Day
2020-01-10,BJ,,Vodoun Festival
2020-01-10,BS,,Majority Rule Day
2020-01-10,LK,,Duruthu Full Moon Poya Day
2020-01-11,MA,,Proclamation of Independence Day
2020-01-11,OM,,Sultan's Accession Day
2020-01-11,TH,,National Children's Day
2020-01-12,DZ,,Amazigh New Year
2020-01-12,SE,,Sunday
2020-01-12,TZ,,Zanzibar Revolution Day
2020-01-13,CV,,Democracy and Freedom Day
2020-01-13,JP,,Coming of Age Day
2020-01-13,TZ,,Zanzibar Revolution Day (observed)
2020-01-14,TN,,Revolution and Youth Day
2020-01-15,LK,,Tamil Thai Pongal Day
2020-01-15,MW,,John Chilembwe Day
2020-01-15,NP,,Maghe Sankranti
2020-01-16,CD,,National Hero Laurent Désiré Kabila Day
2020-01-17,CD,,National Hero Patrice Emery Lumumba Day
2020-01-17,GS,,Possession Day
2020-01-19,GE,,Epiphany
2020-01-19,SE,,Sunday
2020-01-20,AS,,Martin Luther King Jr. Day
2020-01-20,AZ,,Martyrs' Day
2020-01-20,CV,,National Heroes Day
2020-01-20,ER,,Epiphany
2020-01-20,ET,,Epiphany
2020-01-20,GU,,Martin Luther King Jr. Day
2020-01-20,ML,,Armed Forces Day
2020-01-20,MP,,Martin Luther King Jr. Day
2020-01-20,PR,,Martin Luther King Jr. Day
2020-01-20,UM,,Martin Luther King Jr. Day
2020-01-20,US,,Martin Luther King Jr. Day
2020-01-20,VI,,Martin Luther King Jr. Day
2020-01-21,BB,,Errol Barrow Day
2020-01-21,DO,,Lady of Altagracia
2020-01-22,BO,,Plurinational State Foundation Day
2020-01-23,PN,,Bounty Day
2020-01-23,TW,,Day off (substituted from 02/15/2020)
2020-01-23,VN,,29 of Lunar New Year
2020-01-24,CN,,Day off (substituted from 01/19/2020)
2020-01-24,KR,,The day preceding Korean New Year
2020-01-24,RO,,Unification of the Romanian Principalities Day
2020-01-24,TW,,Chinese New Year's Eve
2020-01-24,VN,,Lunar New Year's Eve
2020-01-25,AW,,Betico Day
2020-01-25,BN,,Lunar New Year
2020-01-25,BT,,Traditional Day of Offering
2020-01-25,CN,,Chinese New Year (Spring Festival)
2020-01-25,EG,,January 25th Revolution and National Police Day
2020-01-25,HK,,Chinese New Year
2020-01-25,ID,,Lunar New Year
2020-01-25,KP,,Korean New Year
2020-01-25,KR,,Korean New Year
2020-01-25,MO,,Chinese New Year's Day
2020-01-25,MU,,Chinese Spring Festival
2020-01-25,MY,,Chinese New Year
2020-01-25,NP,,Sonam Lhochhar
2020-01-25,PH,,Chinese New Year
2020-01-25,SG,,Chinese New Year
2020-01-25,TW,,Chinese New Year
2020-01-25,VN,,Lunar New Year
2020-01-26,AU,,Australia Day
2020-01-26,CC,,Australia Day
2020-01-26,CN,,Chinese New Year (Spring Festival)
2020-01-26,CX,,Australia Day
2020-01-26,DO,,Juan Pablo Duarte Day
2020-01-26,IN,,Republic Day
2020-01-26,KR,,The second day of Korean New Year
2020-01-26,MO,,The second day of Chinese New Year
2020-01-26,MY,,Chinese New Year (Second Day)
2020-01-26,NF,,Australia Day
2020-01-26,SE,,Sunday
2020-01-26,SG,,Chinese New Year
2020-01-26,TW,,Chinese New Year
2020-01-26,UG,,NRM Liberation Day
2020-01-26,VN,,Second Day of Lunar New Year
2020-01-27,CC,,Australia Day (observed)
2020-01-27,CN,,Chinese New Year (Spring Festival)
2020-01-27,CX,,Australia Day (observed)
2020-01-27,HK,,The third day of Chinese New Year
2020-01-27,KR,,Alternative holiday for Korean New Year
2020-01-27,KY,,National Heroes Day
2020-01-27,MC,,Saint Devote's Day
2020-01-27,MO,,The third day of Chinese New Year
2020-01-27,MY,,Chinese New Year (Second Day) (observed)
2020-01-27,NF,,Australia Day (observed)
2020-01-27,SG,,Chinese New Year (observed)
2020-01-27,TW,,Chinese New Year
2020-01-27,VN,,Third Day of Lunar New Year
2020-01-28,AM,,Army Day
2020-01-28,CN,,Chinese New Year (Spring Festival) (observed)
2020-01-28,CX,,Chinese New Year (observed)
2020-01-28,HK,,The fourth day of Chinese New Year
2020-01-28,TW,,Chinese New Year (observed)
2020-01-28,VN,,Fourth Day of Lunar New Year
2020-01-29,CN,,Chinese New Year (Spring Festival) (observed)
2020-01-29,CX,,Chinese New Year (observed)
2020-01-29,IR,,Martyrdom of Fatima
2020-01-29,TW,,Chinese New Year (observed)
2020-01-29,VN,,Fifth Day of Lunar New Year
2020-01-30,CN,,Chinese New Year (Spring Festival) (observed)
2020-01-31,CN,,Chinese New Year Extended Holiday
2020-01-31,NR,,Independence Day
2020-02-01,CN,,Chinese New Year Extended Holiday
2020-02-01,MU,,Abolition of Slavery
2020-02-01,NR,,Day following Independence Day
2020-02-01,RW,,National Heroes' Day
2020-02-02,CN,,Chinese New Year Extended Holiday
2020-02-02,LI,,Candlemas
2020-02-02,SE,,Sunday
2020-02-03,AO,,Day off for Liberation Movement Day
2020-02-03,MX,,Constitution Day
2020-02-03,MZ,,Heroes' Day
2020-02-03,NR,,Day following Independence Day (observed)
2020-02-03,RW,,National Heroes' Day (observed)
2020-02-03,ST,,Martyrs' Day
2020-02-04,AO,,Liberation Movement Day
2020-02-04,LK,,Independence Day
2020-02-05,BI,,Unity Day
2020-02-05,PK,,Kashmir Solidarity Day
2020-02-05,SM,,Anniversary of the Liberation of the Republic and Feast of Saint Agatha
2020-02-06,NZ,,Waitangi Day
2020-02-07,GD,,Independence Day
2020-02-08,IQ,,February 8 Revolution
2020-02-08,KP,,Daeboreum; Founding Day of the Korean People's Army
2020-02-08,LK,,Nawam Full Moon Poya Day
2020-02-08,MU,,Thaipusam
2020-02-08,SI,,"Prešeren's Day, the Slovenian Cultural Holiday"
2020-02-08,TH,,Makha Bucha
2020-02-09,LB,,Saint Maron's Day
2020-02-09,SE,,Sunday
2020-02-10,MT,,Feast of Saint Paul's Shipwreck
2020-02-10,TH,,Makha Bucha (in lieu)
2020-02-11,CM,,Youth Day
2020-02-11,IR,,Islamic Revolution Day
2020-02-11,JP,,Foundation Day
2020-02-11,KE,,President Moi Memorial Day
2020-02-11,LR,,Armed Forces Day
2020-02-11,QA,,National Sports Day
2020-02-11,VA,,Anniversary of the Foundation of Vatican City
2020-02-12,MM,,Union Day
2020-02-15,AF,,Liberation Day
2020-02-15,RS,,Statehood Day
2020-02-16,KP,,Day of the Shining Star
2020-02-16,LT,,Day of Restoration of the State of Lithuania
2020-02-16,RS,,Statehood Day
2020-02-16,SE,,Sunday
2020-02-16,UG,,Archbishop Janani Luwum Day
2020-02-17,AS,,Washington's Birthday
2020-02-17,GU,,Washington's Birthday
2020-02-17,KP,,Day of the Shining Star
2020-02-17,LY,,Anniversary of the February 17 Revolution
2020-02-17,MP,,Washington's Birthday
2020-02-17,PR,,Presidents' Day
2020-02-17,RS,,Statehood Day (observed)
2020-02-17,UM,,Washington's Birthday
2020-02-17,US,,Washington's Birthday
2020-02-17,VI,,Presidents' Day
2020-02-18,GM,,Independence Day
2020-02-18,SL,,Armed Forces Day
2020-02-21,BD,,International Mother's language Day
2020-02-21,BT,,Birth Anniversary of His Majesty the King
2020-02-21,IN,,Maha Shivaratri
2020-02-21,LK,,Maha Sivarathri Day
2020-02-21,MU,,Maha Shivaratri
2020-02-21,NP,,Maha Shivaratri
2020-02-21,VU,,Father Lini Day
2020-02-21,ZW,,Robert Gabriel Mugabe National Youth Day
2020-02-22,BT,,Birth Anniversary of His Majesty the King
2020-02-22,LC,,Independence Day
2020-02-23,BN,,National Day
2020-02-23,BT,,Birth Anniversary of His Majesty the King
2020-02-23,GY,,Republic Day
2020-02-23,HT,,Carnival
2020-02-23,JP,,Emperor's Birthday
2020-02-23,KG,,Fatherland Defender's Day
2020-02-23,RU,,Defender of the Fatherland Day
2020-02-23,SE,,Sunday
2020-02-24,AD,,Carnival
2020-02-24,AO,,Day off for Carnival Day
2020-02-24,AR,,Carnival Monday
2020-02-24,AW,,Carnival Monday
2020-02-24,B3,,Carnival
2020-02-24,BN,,National Day (observed)
2020-02-24,BO,,Carnival
2020-02-24,BT,,Losar
2020-02-24,CW,,Carnival Monday
2020-02-24,DM,,Carnival Monday
2020-02-24,EC,,Carnival
2020-02-24,EE,,Independence Day
2020-02-24,HT,,Shrove Monday
2020-02-24,JP,,Substitute Holiday
2020-02-24,MN,,Lunar New Year
2020-02-24,NP,,Gyalpo Lhosar
2020-02-24,RU,,Day off (substituted from 02/23/2020)
2020-02-24,VE,,Monday of Carnival
2020-02-25,AO,,Carnival Day
2020-02-25,AR,,Carnival Tuesday
2020-02-25,B3,,Carnival
2020-02-25,BO,,Carnival
2020-02-25,BT,,Losar
2020-02-25,DM,,Carnival Tuesday
2020-02-25,EC,,Carnival
2020-02-25,HT,,Fat Tuesday
2020-02-25,KW,,National Day
2020-02-25,MN,,Lunar New Year
2020-02-25,PA,,Carnival Tuesday
2020-02-25,PH,,EDSA People Power Revolution Anniversary
2020-02-25,SR,,Day of Liberation and Renewal
2020-02-25,VE,,Tuesday of Carnival
2020-02-26,CV,,Ash Wednesday
2020-02-26,JM,,Ash Wednesday
2020-02-26,KW,,Liberation Day
2020-02-26,KY,,Ash Wednesday
2020-02-26,MN,,Lunar New Year
2020-02-27,DO,,Independence Day
2020-02-27,EH,,Proclamation of the SADR
2020-02-28,TW,,Peace Memorial Day
2020-03-01,KR,,Independence Movement Day
2020-03-01,MH,,Nuclear Victims Remembrance Day
2020-03-01,PY,,Patriots Day
2020-03-01,SE,,Sunday
2020-03-01,UY,,Presidential Inauguration Day
2020-03-02,AI,,James Ronald Webster Day
2020-03-02,CY,,Green Monday
2020-03-02,ET,,Adwa Victory Day
2020-03-02,GR,,Green Monday
2020-03-02,GU,,Guam Discovery Day
2020-03-02,GY,,Public Holiday
2020-03-02,MH,,Nuclear Victims Remembrance Day Holiday
2020-03-02,MM,,Peasants' Day
2020-03-02,VG,,Lavity Stoutt's Birthday
2020-03-03,BG,,Liberation Day
2020-03-03,GE,,Mother's Day
2020-03-03,MW,,Martyrs Day
2020-03-03,TL,,Veteran's Day
2020-03-05,PF,,Missionary Day
2020-03-05,VU,,Custom Chief's Day
2020-03-06,GH,,Independence Day
2020-03-06,NF,,Foundation Day
2020-03-08,AM,,Women's Day
2020-03-08,AO,,International Women's Day
2020-03-08,AZ,,Women's Day
2020-03-08,BF,,International Women's Day
2020-03-08,BY,,Women's Day
2020-03-08,DE,BE,International Women's Day
2020-03-08,EH,,First Martyr
2020-03-08,ER,,Women's Day
2020-03-08,GE,,International Women's Day
2020-03-08,GQ,,International Women's Day
2020-03-08,IR,,Birthday of Imam Ali
2020-03-08,KG,,International Women's Day
2020-03-08,KH,,International Women's Rights Day
2020-03-08,KI,,International Women's Day
2020-03-08,KP,,International Women's Day
2020-03-08,KZ,,International Women's Day
2020-03-08,LA,,International Women's Rights Day
2020-03-08,MD,,International Women's Day
2020-03-08,MG,,Women's Day
2020-03-08,MM,,Full Moon Day of Tabaung
2020-03-08,MN,,International Women's Day
2020-03-08,NP,,International Women's Day
2020-03-08,NR,,International Women's Day
2020-03-08,PS,,International Women's Day
2020-03-08,RU,,International Women's Day
2020-03-08,SE,,Sunday
2020-03-08,SL,,International Women's Day
2020-03-08,SY,,Revolution Day
2020-03-08,TD,,International Women's Day
2020-03-08,TJ,,Mother's Day
2020-03-08,TM,,International Women's Day
2020-03-08,UA,,International Women's Day
2020-03-08,UG,,Women's Day
2020-03-08,UZ,,Women's Day
2020-03-08,ZM,,International Women's Day
2020-03-09,AZ,,Women's Day (observed)
2020-03-09,BF,,International Women's Day (observed)
2020-03-09,BZ,,National Heroes and Benefactors Day
2020-03-09,GI,,Commonwealth Day
2020-03-09,KI,,International Women's Day (observed)
2020-03-09,KZ,,International Women's Day (observed)
2020-03-09,LA,,International Women's Rights Day (in lieu)
2020-03-09,LK,,Medin Full Moon Poya Day
2020-03-09,NP,,Fagu Poornima
2020-03-09,NR,,International Women's Day (observed)
2020-03-09,RU,,Day off (substituted from 03/08/2020)
2020-03-09,SL,,International Women's Day (observed)
2020-03-09,SR,,Holi
2020-03-09,TC,,Commonwealth Day
2020-03-09,TD,,International Women's Day (observed)
2020-03-09,TM,,International Women's Day (observed)
2020-03-09,TV,,Commonwealth Day
2020-03-09,UA,,International Women's Day (observed)
2020-03-09,VG,,Commonwealth Day
2020-03-09,ZM,,International Women's Day (observed)
2020-03-10,GY,,Holi
2020-03-10,NP,,Fagu Poornima (Terai)
2020-03-11,LR,,Decoration Day
2020-03-11,LS,,Moshoeshoe's Day
2020-03-11,LT,,Day of Restoration of Independence of Lithuania
2020-03-12,MU,,Independence and Republic Day
2020-03-12,ZM,,Youth Day
2020-03-13,VA,,Anniversary of the Election of the Holy Father
2020-03-14,AD,,Constitution Day
2020-03-14,AL,,Summer Day
2020-03-14,VC,,National Heroes' Day
2020-03-15,HU,,National Day
2020-03-15,LR,,J. J. Roberts Memorial Birthday
2020-03-15,PW,,Youth Day
2020-03-15,SE,,Sunday
2020-03-16,AL,,Summer Day (observed)
2020-03-16,CX,,Labor Day
2020-03-16,LK,,Special Public Holiday
2020-03-16,MX,,Benito Juárez's birthday
2020-03-16,PW,,Youth Day (observed)
2020-03-17,BD,,Sheikh Mujibur Rahman's Birthday and Children's Day
2020-03-17,IE,,Saint Patrick's Day
2020-03-17,LK,,Special Public Holiday
2020-03-17,MS,,Saint Patrick's Day
2020-03-18,AW,,National Anthem and Flag Day
2020-03-18,KM,,Cheikh al Maarouf Day
2020-03-18,LK,,Special Public Holiday
2020-03-19,GP,,Mi-Careme
2020-03-19,IR,,Iranian Oil Industry Nationalization Day
2020-03-19,LI,,Saint Joseph's Day
2020-03-19,LK,,Special Public Holiday
2020-03-19,MT,,Feast of Saint Joseph
2020-03-19,VA,,Saint Joseph's Day
2020-03-20,AF,,Nowruz
2020-03-20,AZ,,Spring Festival
2020-03-20,IR,,Nowruz
2020-03-20,JP,,Vernal Equinox Day
2020-03-20,TN,,Independence Day
2020-03-21,AZ,,Spring Festival
2020-03-21,IQ,,Nowruz
2020-03-21,IR,,Nowruz Holiday
2020-03-21,KG,,Nooruz Mairamy
2020-03-21,KZ,,Nowruz Holiday
2020-03-21,NA,,Independence Day
2020-03-21,SY,,Mother's Day
2020-03-21,TJ,,International Nowruz Day
2020-03-21,TM,,Spring Festival
2020-03-21,UZ,,Nowruz
2020-03-21,ZA,,Human Rights Day
2020-03-22,AL,,Nowruz Day
2020-03-22,AZ,,Spring Festival
2020-03-22,BN,,Isra' and Mi'raj
2020-03-22,DJ,,Isra' and Mi'raj (estimated)
2020-03-22,ID,,Isra' and Mi'raj
2020-03-22,IR,,Isra' and Mi'raj; Nowruz Holiday
2020-03-22,JO,,Isra' and Mi'raj (estimated)
2020-03-22,KM,,Isra' and Mi'raj (estimated)
2020-03-22,KW,,Isra' and Mi'raj (estimated)
2020-03-22,KZ,,Nowruz Holiday
2020-03-22,OM,,Isra' and Mi'raj
2020-03-22,PR,,Emancipation Day
2020-03-22,PS,,Isra' and Mi'raj
2020-03-22,SE,,Sunday
2020-03-22,SO,,Isra' and Mi'raj (estimated)
2020-03-22,TJ,,International Nowruz Day
2020-03-22,TM,,Spring Festival
2020-03-23,AL,,Nowruz Day (observed)
2020-03-23,AO,,Southern Africa Liberation Day
2020-03-23,AR,,Bridge Public Holiday
2020-03-23,AZ,,Spring Festival
2020-03-23,BN,,Isra' and Mi'raj (observed)
2020-03-23,CO,,Saint Joseph's Day (observed)
2020-03-23,IR,,Nowruz Holiday
2020-03-23,KZ,,Nowruz Holiday
2020-03-23,PK,,Pakistan Day
2020-03-23,PR,,Emancipation Day (observed)
2020-03-23,TJ,,International Nowruz Day
2020-03-23,TM,,Spring Festival (observed)
2020-03-23,UZ,,Additional day off by Presidential decree
2020-03-24,AR,,National Day of Remembrance for Truth and Justice
2020-03-24,AZ,,Spring Festival
2020-03-24,KZ,,Nowruz Holiday (observed)
